,Unnamed: 0,PROLIFIC_PID,multipleEthic,openQuestion_Ethic,openQuestion_Ethic_translated,sentimentVadder,sentimentVadderPolarityScore
61,62,d27cb852052569da196c648f5f3967a31662b69e10f7a3c7b60cb263cf48fab8,ökologisch \ energieeffizient \ umweltfreundlich,"Diese Begriffe sind ethisch am relevantesten, da bei jeder neuen Produktion von einem Produkt/ Material der Faktor Umwelt miteinbezogen werden sollte. ",These terms are ethically most relevant because in every new production of a product/material the environmental factor should be considered.,Neutral,0.0
62,63,55d93138d7d4db53ff644c05cb9eed304972036ff5c8d73c1d8ef09343322d9a,energieeffizient \ umweltfreundlich \ Energie generierend,"Ähnlich wie beim Beispiel des Menschen gilt meines Erachtens auch bei Materialien, dass ihre Verwendung und Produktion möglichst wenig Schaden vor allem in Bezug auf die Umwelt anrichten sollte.","Similar to the example of humans, I also believe that in the case of materials, their use and production should cause as little damage as possible, especially with regard to the environment.",Negative,-0.4417
63,64,4f695ce92934ff1d3756468332e26bd1b8e01293689447d41284417064cad2dd,umweltfreundlich \ nachhaltig \ Energie generierend,"(Neue) Technologien sollten den Planeten nicht enorm belasten, und z.B. nicht zu Umweltverschmutzung beitragen. Menschen sollten Verantwortung übernehmen, indem sie Technologien entwickeln die nachhaltig und nicht umweltschädlich sind. ","(New) technologies should not burden the planet enormously, e.g., not contribute to environmental pollution. People should take responsibility by developing technologies that are sustainable and not environmentally harmful.",Positive,0.3412
64,65,41fc5df571acd8924473e683d937debf5d5684c09df6f018307a7e4c8f6ed093,intelligent \ zuverlässig \ Energie generierend,Es geht um die Wirkung in der Gesellschaft. Sind sie zuverlässig z.B.? Das finde ich am wichtigsten.,"It's about the impact in society. Are they reliable, for example? That's what I find most important.",Positive,0.2716
65,66,10ecfe3ed4643271a0afd862e64fd8aab73361d98f4798eddbecececf4ba0aa4,ökologisch \ energieeffizient \ langlebig,"Mir ging um Umwelt und Resourcenschonende, dauerhafte Langzeitnutzung.","I was concerned with the environment and resource-conserving, long-term use.",Neutral,0.0
66,67,e040845e63e677663f52d249a14b6d40b7d403baaeeb703838994fd8c987d9a0,ökologisch \ energieeffizient \ nachhaltig,"Die Begriffe repräsentieren einen bewussten Blick in die Zukunft, zwecks einer längeren Einsatzzeit und Umwelteinflüsse des Produktes. Aufgrund des Klimawandels sind diese Begriffe moralisch die relevantesten.","The terms represent a conscious look into the future, with a view to a longer deployment time and environmental influences of the product. Due to climate change, these terms are the most morally relevant.",Neutral,0.0
67,68,1d4c9551f260369ff68801f466d76e64228bf309f36b12f9c991397f47ebd430,umweltfreundlich \ intelligent \ Energie generierend,"Ich denke, dass umweltfreundliche Eigenschaften ethisch relevant sind, weil diese vorteilhaft für den Lebensraum des Menschen und der Tiere sind. Intelligente Technologien sind ethisch relevant, weil sie dem Menschen geistige und körperliche Arbeit abnehmen können und so das Leben erleichtern. Energie generierende Technologien sind für das Wohlbefinden, die Sicherung von Wohlstand und den Fortschritt der Menschheit ebenfalls ethisch relevant.","I think that environmentally friendly characteristics are ethically relevant because they are advantageous for the living space of humans and animals. Intelligent technologies are ethically relevant because they can relieve humans of mental and physical work and thus make life easier. Energy-generating technologies are also ethically relevant for the well-being, security of prosperity, and progress of humanity.",Positive,0.9531
68,69,e8e2bbd590d2c8933701763ba2bff32b6e82779cdc96361f25182a7eb05f4f34,intelligent \ enthält Kunststoff \ leicht zerstörbar,"Es sollte nicht lebend sein, wenn es uns einen großen Nutzen als Material gibt. Selbst falls es lebend ist, sollte es nicht leicht zerstörbar sein, außerdem fördet etwas, dass nicht leicht zerstörbar ist, nachhaltigkeit. Kunststoff aufgrund der Ozeane.","It should not be alive if it gives us a great benefit as a material. Even if it is alive, it should not be easily destructible, and besides, something that is not easily destructible promotes sustainability. Plastic because of the oceans.",Positive,0.7669
69,70,6b76b602513639a3b6c480b8be80fb2938d55d889693c404aac3ed4c81e0e17a,energieautonom \ nachhaltig \ langlebig,"Aus moralischer Sicht ist es wichtig, Ressourcen und die Umwelt zu schonen. Das schaffen wir am Besten, in dem wir nachhaltige, langlebige Produkte bauen, die möglichst keine Energie verbrauchen.","From a moral standpoint, it is important to conserve resources and the environment. We achieve this best by building sustainable, durable products that consume as little energy as possible.",Positive,0.8228
70,71,11535e725e1245270ea420f082149cdba3356e8a23a768b60efb8bcd4009df0d,ökologisch \ umweltfreundlich \ nachhaltig,"Ich denke, die Ethik sollte vor allem unter dem Aspekt der Auswirkungen auf die Umwelt betrachtet werden. Sie sollte auch den Preis der neuen Materialien berücksichtigen, damit sie für alle zugänglich sind.",I think ethics should primarily be considered in terms of the environmental impact. It should also consider the price of the new materials so that they are accessible to everyone.,Neutral,0.0
71,72,9d8a6a35ebee8de82b74759ce4176781195080471b5dd03333c7a726d3aa9e11,umweltfreundlich \ nachhaltig \ langlebig,"Langelbige, nachhaltige und umweltfreundliche Materialsysteme sorgen für geringe Umweltbelastungen und schüzuen dadurch Lebewesen und biologische Lebewesen sowie Ressourcen","Durable, sustainable, and environmentally friendly material systems cause low environmental impacts and thus protect living beings and biological beings as well as resources.",Positive,0.7003
72,73,edf7c8bb6289d9c76cec3ba92abc5b3856acfc309e429e0e4ab8ccb1de23ccc4,energieeffizient \ umweltfreundlich \ nachhaltig,"Nachhaltig begrifft auch viele andere Begriffe, wie langlebig, ökologisch, potenziell multifunktional etc.","Sustainable also covers many other terms, such as durable, ecological, potentially multifunctional, etc.",Neutral,0.0
73,74,9050b7af3c9054fd1a1a5000fde3f738044fea90f657fac01beba0cb0b0e3244,haltbar \ ökologisch \ umweltfreundlich,Ich finde diese Begriffe passen am Besten zur Bedeutung von ethnischen Begriffen. Sie fassen dieses Thema ethisch zusammen und ermöglichen uns neuen Einblick in die Welt der Ethik.,I think these terms best fit the meaning of ethnic terms. They ethically summarize this topic and enable us new insights into the world of ethics.,Positive,0.7717
74,75,05a15d773a9d3c5bc3bf97d89af0b152597c85432f4b3c30293deef1c60d1a16,ökologisch \ umweltfreundlich \ nachhaltig,Um einen lebenswerten Planeten zu erhalten müssen wir in Zukunft zu 100% nachhaltig leben. Neue Systeme zu entwickeln die das nicht erfüllen ergibt keinen Sinn.,"To maintain a livable planet, we must live 100% sustainably in the future. Developing new systems that do not meet this makes no sense.",Negative,-0.296
75,76,13438ab6fc5706e5da2f7c23d608476c7183b26611d16e36f2a0818a089f71ec,energieeffizient \ umweltfreundlich \ zuverlässig,"Zuverlässigkeit ist von großer Bedeutung, da das Materialsystem auch funktionieren soll, Umweltfreundlichkeit ist wichtig bei einem bestehenden Klimawandel und um diesen entgegen zu wirken. Energieeffizienz spielt damit ebenso rein einen geringen CO2 - Fußabdruck zu ermöglichen.","Reliability is of great importance, as the material system should also function, environmental friendliness is important in an existing climate change and to counteract this. Energy efficiency thus also plays a role in enabling a low CO2 footprint.",Positive,0.9346
76,77,37d1382b9e68030b0b90903082411350e7d077c490a118494dc0e61e34ce5a22,umweltfreundlich \ zuverlässig \ Energie speichernd,"Durch die Zuverlässigkeit entfällt die Notwendigkeit, solche Systeme ständig auszutauschen, was Geld und Zeit spart. Energiesparen trägt zu einem geringeren Energieverbrauch bei. Schließlich trägt ein umweltfreundliches System dazu bei, die Auswirkungen der globalen Erwärmung zu verringern.","Due to reliability, there is no need to constantly replace such systems, saving money and time. Energy saving contributes to lower energy consumption. Finally, an environmentally friendly system helps to reduce the effects of global warming.",Positive,0.7351
77,78,7dd942c65e49c45b4d713835bc6a59acc8bb83d2bea7ba2893106ee8bf4d3f75,intelligent \ nachhaltig \ Energie generierend,"In Bezug auf neue Materialien ist der wichtigste Punkt sicherlich, dass sie keine wertvollen Rohstoffe verbrauchen, sondern eher neue Kapazitäten schaffen. Die gewählten Begriffe decken das für mich ab","In terms of new materials, the most important point is certainly that they do not consume valuable raw materials, but rather create new capacities. The chosen terms cover this for me",Positive,0.4801
78,79,7d2d5341ecc2a303b3a6fa14b1219fdabbc5d12288cca59ec03ab00f6d23c1ca,selbstheilend \ technologisch \ umweltschädlich,"Umweltschädlich, da man es heutzutage nicht mehr vertreten kann die Umwelt zu schädigen. Selbstheilend, da somit viele Jobs in Gefahr sind, die auf Reperatur spezialisiert sind. Technologisch, da es schwierig ist alles von der Technlogie abnehmen zu lassen","Harmful to the environment, since nowadays it is no longer justifiable to harm the environment. Self-healing, as many jobs specialized in repair are at risk. Technological, since it is difficult to let everything be taken over by technology",Negative,-0.8519
79,80,50f4fec26890776d815e46fcbc1e2fac4233be43813a85713a805a2da2c5d9a3,energieeffizient \ zuverlässig \ nachhaltig,"Wenn wir schon in neue Materialsysteme investieren und versuchen diese den Menschen näher zu bringen, dann müssten diese mindestens diese Eigenschaften haben, um bestehende Materialsysteme zu ersetzen (und die Folge von dieser Veränderung, wie z.B. Arbeitsplätze fallen weg)","If we are already investing in new material systems and trying to bring these closer to people, then they must at least have these properties to replace existing material systems (and the consequence of this change, such as jobs being lost)",Negative,-0.3182
80,81,f13f6d183887414721211f8113d3ef142de2569d16399204ac7ba2224f229fe1,aktive Verhaltensänderung durch Umwelteinwirkung \ autonom \ intelligent,solche eigenschaften deuten auf KI,such characteristics indicate AI,Neutral,0.0
81,82,2c4c739518f05ea8b3091b6beb87b458cd595d2d66c5f249ae22b028baa70319,bioinspiriert \ ökologisch \ umweltfreundlich,"Bioinspiriert gilt als ethisch da natürlich vorkommende Prinzipien nutzt welche in unserer Gesellschaft für Nachhaltigkeit und Umweltrespekt steht. Ähnlich auch bei ökologisch und umweltfreundlich, denn diese schützen die Umwelt und fördern die nachhaltige Ressourcennutzung im Einklang mit den allgemein geltenden Gesellschaftswerten.","Bio-inspired is considered ethical because it uses naturally occurring principles which stand for sustainability and respect for the environment in our society. Similarly with ecological and environmentally friendly, as these protect the environment and promote sustainable resource use in harmony with generally accepted societal values.",Positive,0.9652
82,83,3b8acdafe0722fe66954bb93ac272e345af6d04bb6c47577b5a4aaf3a5fa654f,ökologisch \ umweltfreundlich \ nachhaltig,"Man sollte ethisch korrekt handeln, auch bei der Suche nach neuen Materialsystemen. Daher würde ich umweltfreundlich, nachhaltig und ökologisch aussuchen.","One should act ethically correctly, even when searching for new material systems. Therefore, I would choose environmentally friendly, sustainable, and ecological.",Positive,0.4939
83,84,2260aed05bb80a0352bb24ae8abb58e330497ed8e9e26d5905cef30dc6a83e83,energieautonom \ nachhaltig \ langlebig,"Langlebigkeit gegen Ressourcenverschwendung, Nachhaltigkeit für den Planteten, energieautonom gegen Energiekrise","Durability against resource wastage, sustainability for the planet, energy autonomy against the energy crisis",Negative,-0.2263
84,85,0e13801f3d4ac4e797e26ec33a8103bc87ea30d5b12b93e05b787e4d514b039b,ökologisch \ energieeffizient \ umweltfreundlich,Begriffe die ausschliesslich gut sind wurden ausgewaehlt.,Terms that are exclusively good have been chosen.,Positive,0.4404
85,86,b65d711b987813e62ec0be653288efbae36a358ae99c85a1b517912650a6bb9e,ökologisch \ nachhaltig \ umweltschädlich,"ökologisch und nachhaltig thematisisieren generationengerechtigkeit, respekt vor der Natur ein bewusster Umgang mit Ressourcen. Im Falle von umweltschädlich ist es das genaue Gegenteil.","ecological and sustainable thematize generational justice, respect for nature, and a conscious use of resources. In the case of environmentally harmful, it is the exact opposite.",Positive,0.7579
86,87,38d1a3a108aefd5ec042417176ba4856541d9a7ba5f6e839f3e1c8593048a69f,energieeffizient \ widerstandsfähig \ Energie speichernd,dies sollte schon dabei sein wenn es um das thema geht und es effektiv ist,this should already be included when it comes to the topic and it is effective,Positive,0.4767
87,88,08dfeba8af423f7d590760dce8e3e1eaa135dc35fdb55ec3083a10d9ecf759ba,ökologisch \ energieeffizient \ lebensähnlich,"Ich finde, dass die oben genannten Auswahlen ethisch relevant sind.",I find that the choices mentioned above are ethically relevant.,Neutral,0.0
88,89,6ae809ed5e18e3563e5f9860b3ba0513243d010e3db924f6b44bcbe896f8bf44,ökologisch \ umweltfreundlich \ nachhaltig,"Sind halt keine Begriffe, die ethisch irgendwie negativ sind",Are just no terms that are ethically somehow negative,Negative,-0.7096
89,90,3a565350fc3358d774ccb88817d50c80cfa491f25a7284c2c36d580d1352f1ac,ökologisch \ langlebig \ umweltschädlich,In der jetzigen Zeit dreht sich viel um Umweltschutz und deswegen sind diese Begriffe aus meiner Sicht am relevantesten,"At the present time, much revolves around environmental protection, and therefore these terms are the most relevant from my perspective",Neutral,0.0
90,91,4b5d05f440ee094e4de5486d142561d193a35fc1da63f9df8ead4265f36cd8c2,energieeffizient \ umweltfreundlich \ umweltschädlich,"Umweltschäden sind momentan ein großes Problem für die Menschheit und ein gutes Leben, neue Materialien sollten diese Probleme lösen können und gleichzeitig benötigte Funktionen erfüllen können","Environmental damage is currently a major problem for humanity and a good life, new materials should be able to solve these problems while also fulfilling required functions",Negative,-0.6361
91,92,d1ce070c41d224a6457d0f2c3e6c9343280c6397130176dc9bc0376e19ea1424,umweltfreundlich \ nachhaltig \ umweltschädlich,ethisch gesehen finde ich im Bezug auf die Materialien nur die Nachhaltigkeit wichtig,"ethically speaking, I find sustainability important in relation to materials",Positive,0.2023
92,93,6e33ba3bf1d24b0b68ff66c0ef711e4b581c7d091a4c3009fdf842ae4dbe99b4,ökologisch \ energieeffizient \ Energie speichernd,Tierexperimente und schlechte Arbeitsbedingungen.,Animal testing and poor working conditions.,Negative,-0.4767
93,94,3c25b42f306ddc8bf6ca2b2764202cdd4df97132d3cd56af3aa8e35b97d83e92,ökologisch \ Energie speichernd \ nachhaltig,Schwierig.. Größtenteils Sicht auf ökologische Aspekte die in der Folge evtl. Leben retten und damit von moralischer Relevanz sind.,Difficult.. Mostly focusing on ecological aspects that might save lives as a consequence and thus are of moral relevance.,Positive,0.1779
94,95,e99e25d5c9656b96ea14078e480e891f4410cf459271cf38ea8a9d42375b2368,umweltfreundlich \ nachhaltig \ Energie generierend,Ist doch selbsterklärend? ,Isn't it self-explanatory?,Neutral,0.0
95,96,84afd56b0e2ac74ef6ba408899cc0049d24e16f321234f5b3c2455f902180979,umweltfreundlich \ nachhaltig \ Insekten ähnlich,"Es ist eben wichtig, dass wir auf unsere Umwelt achten und den Planeten mit seinen Lebewesen schützen.",It is important that we take care of our environment and protect the planet with its living beings.,Positive,0.765
96,97,00659c82013ac81c908a9406f74048e2bf145d4dc570f25470cd3002c1cbeeab,ökologisch \ multifunktional \ langlebig,"Ethisch ist den künftigen Generationen so viel wie möglich zu hinterlassen, also sollte das Material nachhaltig sein und nicht kein Wegwerfprodukt (langlebig). Zudem wäre es doch der Menschheit am meisten geholfen, wenn man es vielseitig einsetzten könnte anstatt ein Nischenprodukt zu erfinden?","Ethically, it is most important to leave as much as possible to future generations, so the material should be sustainable and not a disposable product (durable). Moreover, wouldn't it be most helpful to humanity if it could be used versatilely instead of inventing a niche product?",Positive,0.5751
97,98,b9c965b519e29022b864c43e1506d5aebf7fbf81159aa6fb064ab228caee0646,umweltfreundlich \ nachhaltig \ langlebig,"Diese Werte werden mit einer Zukunft verknüpft, in der die Menschheit ihren aktuellen Lebensstandard durch technologische Anpassung möglichst beibehalten kann (weiter Individualverkehr, Langstreckenreisen per Schiff/Flugzeug, breite Lebensmittelauswahl etc.). Daher sind sie für mich nicht neutral, sondern moralisch aufgeladen.","These values are linked to a future in which humanity can maintain its current standard of living through technological adjustments as much as possible (continued individual traffic, long-distance travel by ship/airplane, wide food selection, etc.). Therefore, they are not neutral for me, but morally charged.",Negative,-0.09
98,99,24dd4aa055c283e6ca306b23d112f104866c05e46f9095c938edbb12eece5168,ökologisch \ zuverlässig \ nachhaltig,"Durch nachhaltige Materialien wird die Umwelt nicht belastet, was bedeutet, dass andere und wir selbst nicht unter dem Raubbau dieser Materialien leiden, wenn wir diese regelmäßig aus der Wechselwirkung der Umwelt entfernen. Das Gleiche trifft auf ökologische Materialien zu die weder den Hersteller enorm belasten und dem Kunden trotzdem ein zuverlässiges Produkt liefern.
(Kleiner Hinweis zum einleitenden Text: soweit mir bekannt empfinden die meisten Menschen beim Anblick leidender Menschen keine Abscheu sondern Mitleid und den Wunsch diesen Umstand zu beenden.)","Sustainable materials do not burden the environment, which means that others and we ourselves do not suffer from the exploitation of these materials when we regularly remove them from environmental interaction. The same applies to ecological materials that do not heavily burden the manufacturer and still deliver a reliable product to the customer.",Positive,0.7692
99,100,fed278ee625bc8fd01ada76a49f6d6072e64c5f1495a5ad8cb02715de291247b,umweltfreundlich \ langlebig \ umweltschädlich,"umweltfreundlich/umweltschaedlich stellt sicher, dass wir der Umwelt nicht noch mehr Schaden hinzufuegen in Hinblick auf kommende Generationenen.
Langlebig stellt sicher, dass nicht noch mehr Muell entsteht.",Environmentally friendly/harmful' ensures that we do not add more damage to the environment in view of future generations. 'Durable' ensures that no more waste is created.,Positive,0.674
100,101,91328f9f5448e7f932e75ba1b71caefb949fcb178687714691d3cf617e65b2a1,haltbar \ energieautonom \ wartungsfrei,"Spontan entschieden, ohne groß nachzudenken.","Decided spontaneously, without much thought.",Neutral,0.0
101,102,820e0f7071451a4b72bd3d15fec7b0677b2ec061ffc9baf831c58490b4b80947,autonom \ langlebig \ Insekten ähnlich,wie mann autonom mit ki handelt kann ethische konsequenzen haben,How one handles autonomy with AI can have ethical consequences.,Positive,0.5106
102,103,e5b50c9b9f44814678407a90a7098f4f92c71b87e9b2c35a3d118a397815dbb2,ökologisch \ umweltfreundlich \ langlebig,"Es geht darum, Verschwendung und Verschmutzung und Verletzung der Umwelt so gut es geht zu vermeiden.","It's about avoiding waste, pollution, and environmental damage as much as possible.",Negative,-0.8126
103,104,0aeb8f6481f3700a8318dd9a697e57694b8ccca8e90920d1d92d42fffc8e99ea,ökologisch \ umweltfreundlich \ nachhaltig,"Im Hinblick auf Klimawandel, Erderwärmung und unserer Verpflichtung gegenüber Natur und zukünftigen Generationen sowie unseren jetzigen Mitmenschen die relevantesten Begriffe.","In light of climate change, global warming, and our obligation towards nature and future generations as well as our current fellow humans, these are the most relevant terms.",Positive,0.4019
104,105,429d60ccbbb23de481aff12880d4e67da2f86937b9665d309ce0f8f2b0a84e11,ökologisch \ nachhaltig \ langlebig,"Der Fokus der Menschheit muss sich jetzt um Nachhaltigkeit drehen, sonst spielt alles andere bald keine Rolle mehr.","The focus of humanity must now turn to sustainability, otherwise soon nothing else will matter.",Neutral,-0.0191
105,106,5ec7e4191d01fc57d5aab30c31fb6464c5dee679a13b83d82a4ad02692b2aa86,umweltfreundlich \ nachhaltig \ langlebig,"Für mich wäre es ein enormer Fortschritt, wenn zukünftige Materialsysteme die Resourcen (und somit die Umwelt) schonen. Sie sollten außerdem langlebig sein, um unnötigen Müll zu reduzieren, sowie nachhaltig.","For me, it would be a significant advancement if future material systems conserve resources (and thus the environment). They should also be durable to reduce unnecessary waste, as well as sustainable.",Neutral,0.0258
106,107,0832ede62805cc593979fff91ccb4610db4c97287bf277bba642e47758726550,bioinspiriert \ ökologisch \ zuverlässig,ökologisch ist nachhaltig und das ist ethisch relevant für mich,Ecological is sustainable and that is ethically relevant to me.,Neutral,0.0
107,108,b2c8e8093f7168b98efba8fb4ae1f2f46232933956424bd129f3e486abd0dfbc,bioinspiriert \ multifunktional \ leicht zerstörbar,"Das Material sollte zukünftige Generationen möglichst nicht beeinträchtigen. Es sollte daher leicht zerstörbar sein. Zudem sollte das Material (ähnlich wie der schädliche Kunststoff) für möglichst viele Dinge verwendet werden können. Die Ressourcen des Planeten sind sowieso schon knapp, da muss so ein Material schlichtweg multifunktional sein und am besten auch bioinspiriert sein.","The material should not adversely affect future generations. It should therefore be easily destructible. Moreover, the material (like harmful plastics) should be usable for as many things as possible. The planet's resources are already scarce, so such a material simply must be multifunctional and ideally bio-inspired.",Positive,0.6996
108,109,ee7d68e48a679c85ba4f9c31e9c3c38e6b522cada55ead60c3544c0c2c807229,ökologisch \ energieautonom \ nachhaltig,"wenn es ökologisch ist, zestört es unsere Umwelt nicht. und moralisch gesehen, sollten wir unsere Umwelt schützen und nicht zestören. Energieautonom, weil es beduetet, dass wir nicht zu dem Land (russland) beitragen, das Kriege anfängt und Menschen tötet. Nachhaltig - ja, das geht zurück zu ökologisch","If it is ecological, it does not destroy our environment. And morally, we should protect and not destroy our environment. Energy autonomous, because it means that we do not contribute to the country (Russia) that starts wars and kills people. Sustainable - yes, that goes back to ecological.",Positive,0.6124
109,110,9d2e52d7eeb0a0ff4ea0049e4014f7c4b6b23949fa7471f9f1686f8fc0c08b1d,bioinspiriert \ ökologisch \ umweltfreundlich,"Nun, es ist ethisch relevant, dass die Materialsysteme die Umwelt wenig belasten.","Well, it is ethically relevant that the material systems have little impact on the environment.",Positive,0.2732
110,111,e8935596df27f8847e1aa08c4e0f39689a4918f387672810131f0a35d26e1a1e,ökologisch \ umweltfreundlich \ Energie speichernd,"ich glaube dass die anderen nicht ethisch relevant. ich musste etwas waehlen, und ich glaube diese passen am besten.","I believe the others are not ethically relevant. I had to choose something, and I think these fit best.",Positive,0.7717
111,112,2dc9ffb6279ec61381eb4038cf6ed91802ecd5ee5bd745a13f4ca7d60c2b6372,umweltfreundlich \ nachhaltig \ langlebig,"Die Umwelt zu schützen, ist auch unseren Lebensraum und der anderen Lebewesen zu schützen, weshalb es moralisch gesehen eine hohe Priorität hat.","Protecting the environment also means protecting our living space and that of other living beings, which is why it has a high moral priority.",Neutral,0.0
112,113,3c5615e57b990040da1533372cb301497f9e2567ef17c6cbbfbd82559d749d4b,nachhaltig \ umweltschädlich \ enthält Kunststoff,"Neue Materialien sollten nachhaltig und nicht umweltschädlich sein, damit sie keinen Lebensformen schaden können. Kunststoff ist dabei oft schädlich. ",New materials should be sustainable and not environmentally harmful so that they do not damage any life forms. Plastic is often harmful.,Positive,0.3875
113,114,bf0d117246681742d991d3e753fa1319faee2e64df37839bbc3622e2fe7ca50a,wartungsfrei \ zuverlässig \ robust,"Ich glaube fuer ein produkt um menschlich zu sein, es soll unbedingt wartungsfrei, zuverlässig und robust sein damit die Endnutzer nicht genervt ist","I believe for a product to be humane, it must definitely be maintenance-free, reliable, and robust so that the end-users are not annoyed.",Positive,0.7418
114,115,f5e031705c2756ec92f746264ed589b7b8c1c7934cd7d0854f85c6c51c32ece0,ökologisch \ umweltfreundlich \ nachhaltig,"diese drei Begriffe beziehen das Leben anderer mit ein und bedeuten diesen keinen Schaden zuzufügen, das ist für mich ethisch korrekt und am wichtigsten hier. Da nur wenn diese drei Dinge beachtet sind, das Leben andere nicht negativ beeinträchtigt wird.","These three terms involve the lives of others and mean not to cause them harm, which for me is ethically correct and most important here. Because only if these three things are considered, the lives of others are not negatively affected.",Negative,-0.2413
115,116,9a8ff86a97be8b73dc4d10f41f87efda4f11a9bc05f2b5a498b0bc5b9ba2b627,umweltfreundlich \ wartungsfrei \ langlebig,"Umweltfreundlich wegen Klimawandel, Langlebig um CO2-Kosten bei der Produktion einzusparen, wartungsfrei da Geld gespart wird","Environmentally friendly because of climate change, durable to save CO2 costs in production, maintenance-free because it saves money.",Positive,0.7506
116,117,65f50a2eeec014c7d72917d8160f145ea2f056f9b270cf556eb0cf9c18529e25,energieautonom \ umweltfreundlich \ nachhaltig,"Um weiteren Generationen eine lebenswerte Welt zu hinterlassen, ist es von großer Bedeutung, sie durch nachhaltige, umweltfreundliche Entscheidungen vor der weiteren Ausbeutung durch die moderne Zivilisation zu bewahren.","To leave a livable world for future generations, it is of great importance to protect them from further exploitation by modern civilization through sustainable, environmentally friendly decisions.",Positive,0.9042
117,118,aae365dc3a2adb6393bb2cf08beb37bfcbbfcb5e7a95040287ad534029acc313,bioinspiriert \ umweltfreundlich \ Energie generierend,"Schonend für die Umwelt, gut fürs Klima","Gentle on the environment, good for the climate.",Positive,0.7003
118,119,eac89e610c73bc28aaa5100243e050a5080170f4680ba8dc41e1fc5d11972e9f,umweltfreundlich \ nachhaltig \ langlebig,auf die Umwelt zu achten ist momentan das ethisch relevanteste was man tun kann,Paying attention to the environment is currently the most ethically relevant thing one can do.,Neutral,0.0
119,120,6f11108ca0e3eca37b196f7db62c0ac01b2d2c6bb99c0902487b0dd47cecfb88,energieautonom \ umweltfreundlich \ langlebig,"Energieautonom: Wenn energieautonom müssen keine zusätzliche Energie genutzt werden, die wo anders gebraucht wird/muss keine Energie aus umweltschädlichen Quellen genutzt werden
Umweltfreundlich: Umweltfreundlichkeit wird immer wichtiger heutzutage
Langlebig: weniger Verschwendung, Wiederverwertbarkeit","Energy autonomous: If energy autonomous, no additional energy needs to be used that is needed elsewhere/must not use energy from environmentally harmful sources.

Environmentally friendly: Environmental friendliness is becoming increasingly important today.

Durable: less waste, recyclability.",Positive,0.5947
120,121,f164edb2425a298704741aee219a08add43c61406fccce9d618920899f078cf9,bioinspiriert \ intelligent \ lebensähnlich,"Bioinspiriert: Das es möglich nah an lebendigen Wesen dran ist
Intelligent: Das es ein Bewusstsein besitzt
Lebensäsähnlich: Das man es von einem organismus nicht unterscheiden kann, obwohl es künstlich ist.","Bio-inspired: That it is as close as possible to living beings.

Intelligent: That it has a consciousness.

Life-like: That it cannot be distinguished from an organism, although it is artificial.",Positive,0.4588
121,122,68a13c7d516fe1a7cfdbdbbfe29d40714d7f446c5109665c58bf91b908388b5c,umweltfreundlich \ nachhaltig \ langlebig,"Diese Begriffe sind besonders wichtig, da sie unsere Umwelt schützen und bewahren.",These terms are especially important as they protect and preserve our environment.,Positive,0.5709
122,123,4de959f77263a0e572c1f5ea844056ca874ed50c5855f5d5c3c40605931c615f,ökologisch \ nachhaltig \ langlebig,Materielle Elemente die ökologisch und nachhaltig/langlebig sind. überdauern die zeit besser. so sammelt sich weniger müll an,"Material elements that are ecological and sustainable/durable better withstand time. Thus, less waste accumulates.",Positive,0.101
123,124,5d1aa00c35f58765a9a7d7864c9bcfc7eeae9bd81d7ef2b41dc811bc6db0eb93,energieeffizient \ umweltfreundlich \ nachhaltig,"Größtmögliche Nachhaltigkeit, um die Materialien ethisch vertretbar zu verwenden","Maximum sustainability, to use materials ethically.",Neutral,0.0
124,125,54e35a37393f07e68eb706c9868454d314d95678788aa2a1cff13e1fb17d6574,wartungsfrei \ selbstheilend \ langlebig,Technologie sollte für jeden greifbar sein und später keine Kosten hinzufügen. ,Technology should be accessible to everyone and add no later costs.,Negative,-0.296
125,126,57017f43ed271b8a50b942eb89044226eb18140873287ba5745eabae4b67b5e4,bioinspiriert \ haltbar \ ökologisch,Die Systeme sollten eben diese Eigenschaften besitzen um als ethisch geprägt zu sein. Außerdem haben die Begriffe eine bestimmte Beziehung zu einander wie bioinspiriert und ökologisch es haben.,"The systems should have these characteristics to be ethically shaped. Additionally, the terms have a certain relationship to each other like bio-inspired and ecological have.",Positive,0.5574
126,127,47797c88e1f0aa0c239c9e669f8cc1a04915e39d1ee3b3491a17d5c6c521c484,ökologisch \ energieautonom \ umweltfreundlich,In der Natur leben nicht nur wir Menschen. Wir müssen auch die Rechte anderer Lebenwesen schützen und entsprechend leben.,We humans are not the only ones living in nature. We must also protect the rights of other living beings and live accordingly.,Positive,0.3818
127,128,867d0574331dbcafd12bab8a4622604b371507627c21d9906b3d03e2184e4dd2,bioinspiriert \ lebensähnlich \ selbstheilend,"Bioinspiriert zu leben heist, im einklang mit der Natur zu leben, zu welcher wir selber gehören. Wir leben also im Einklang mit unserem unsprünglichen selbst und unseren ursprünglichen Ethischen Werte. Lebensähnlich bedeutet ähnlich wie Bioinspiriert, dass wir menschlich denken und nicht einfach nur effizient und logisch. Es ist also mehr platz für ethisches Handeln und denken. Selbstheilung ist wichtig, da wir uns selber gut behandeln indem wir uns beibringen und selber zu heilen.","To live bio-inspired means to live in harmony with nature, to which we ourselves belong. We thus live in harmony with our original self and our original ethical values. Life-like means, similar to bio-inspired, that we think humanly and not just efficiently and logically. There is thus more room for ethical action and thinking. Self-healing is important because we treat ourselves well by teaching and healing ourselves.",Positive,0.9679
